S/N,Video_ID,text,label,Language
3526,Ids-YiZSrGY,Can&#39;t wait for next week😂 watching from South Africa,Positive,English
3527,Ids-YiZSrGY,This episode is àwesome,Positive,English
3528,Ids-YiZSrGY,Darasi Mai Amfani gamasu kwadayi kuma shi din mabudin wahala ne babba Allah ubangiji yasa mufi karfin zuciyar mu,Positive,Hausa
3529,Ids-YiZSrGY,Masha Allah Ghanaian watching from Canada.<br>so far the best series I watched,Positive,English
3530,Ids-YiZSrGY,Walahi ni inda umman maryam takeyin magana yana burgeni atsaye take gaskiya❤,Positive,Hausa
3531,Ids-YiZSrGY,"Saira is about to make History, 1M view in less than 24hours",Positive,English
3532,Ids-YiZSrGY,Aminu saira duniya ne ya share mana haiwayemu,Positive,Hausa
3533,Ids-YiZSrGY,Maryam s mum her action towards Jamila gave me joy,Positive,English
3534,Ids-YiZSrGY,Well done Saira 🔥🤞 with due respect sir,Positive,English
3535,Ids-YiZSrGY,"Saira is a big name no doubt 🥰, I watched this episode repeatedly and am still on it by the way 😊",Positive,English
3536,Ids-YiZSrGY,Waw macha Allah,Positive,English
3537,Ids-YiZSrGY,❤ ba a taba film din da ya ja hankalina ba irin wan Nan,Positive,Hausa
3538,Ids-YiZSrGY,Wow wow I so much love this series keep the good job Aminu saira💪,Positive,English
3539,Ids-YiZSrGY,Aminu congratulation aminu ❤❤❤,Positive,English
3540,Ids-YiZSrGY,👂🏻wannan series din ya Kamata yazama Izina ga mai hankali.,Positive,Hausa
3541,Ids-YiZSrGY,❤❤❤❤❤❤❤Yhiiii amma dai Al amin bai kyautaba tawani gafe ❤❤❤,Negetive,Hausa
3542,Ids-YiZSrGY,Hmmmm Toh was he the one that arranged the 10 million naira to pastpond the marriage himself?it doesn’t add abeg,Negetive,English
3543,Ids-YiZSrGY,Best series of the year 🎉🎉🎉🎉🎉,Positive,English
3544,Ids-YiZSrGY,Wow i&#39;m enjoying this series,Positive,English
3545,Ids-YiZSrGY,KARIMA HOW MARKET 😂😂😂😂,Neutral,English
3546,Ids-YiZSrGY,"I😊 have never seen the best talent latest films like this one Na 😊up up aminu Saira, up up saira movies",Positive,English
3547,Ids-YiZSrGY,Gaskiya kam Aminu Saira Kamarma baka faro ba 😂😂😂😂 Aiyanzu wasa tafara kutttttttttt💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻💃🏻❤️❤️❤️❤️❤️❤️❤️❤️,Positive,Hausa
3548,Ids-YiZSrGY,Aminu saira duniya ne 😂😂,Positive,Hausa
3549,Ids-YiZSrGY,Abokan amarya zuru zuru 😅😅😅<br>Kai gaskiya wannan shirin yayi <br>Allah ya kara fasaha,Positive,Hausa
3550,Ids-YiZSrGY,The Best series in Kanywood history❤❤❤❤<br>THE BEST SERIES IN THE YEAR 2024,Positive,English
3551,Ids-YiZSrGY,Alhamdulillah alakhulli halin mutun bawan Allah,Neutral,Hausa
3552,Ids-YiZSrGY,"This is indeed the best movie series I&#39;ve ever watched from kannywood. This is intriguing. Thanks to the producer, Aminu Saira. 🙏",Positive,English
3553,Ids-YiZSrGY,"I already guessed that will happen, I absolutely happy to watch this episode can&#39;t wait for the next <br>Cheers 🎉saira malam ❤❤❤",Positive,English
3554,Ids-YiZSrGY,Masha Allah.aminu IS thé best,Positive,English
3555,Ids-YiZSrGY,Wow is so amazing,Positive,English
3556,Ids-YiZSrGY,❤ ma cha allah hu Al Amin kabiya ni ❤,Positive,Hausa
3557,Ids-YiZSrGY,Masha allah.allah ykara basira Mai amfani,Positive,Hausa
3558,Ids-YiZSrGY,Tunda aka haife ni ban taba jinjina ma wani daracto ba yau dai akaro na farko naga daracto da yayi abunda ba ‘ataba samun wani daracto a masana’antar kannywood yayi ba  kuma gaskiya samun mai basira kamar aminu saira zaiyi wahala macha Allah Allah y’a kara bassira I gaskiya na jinjinamaka babban yy wato amn sr 🎉❤😮😊,Positive,Hausa
3559,Ids-YiZSrGY,Aminu saira you deserve a big award for this episode. This episode is the best episode of all KanyWood series history,Positive,English
3560,Ids-YiZSrGY,To mata wannan daku ake kadakuga mutum fakiri yazo neman aure kuce baza ku aureshiba watakil sai kunyi auran zai bayyana kudin sa 🤣🤣🤣🤣dan haka kubari sai anyi auran sai kutabbatar mai kudine ko matsiyaci🤣🤣,Neutral,Hausa
3561,Ids-YiZSrGY,Malam saira kada ace mana mafarki ne ko tunani fa 😂,Neutral,Hausa
3562,Ids-YiZSrGY,Agaskiya inna yinka aminu saira Allah ya Kara basira,Positive,Hausa
3563,Ids-YiZSrGY,Yayi na mijin duniya baban jamila kayi daidai Wllhi,Positive,Hausa
3564,Ids-YiZSrGY,Malam Aminu saira legend,Positive,English
3565,Ids-YiZSrGY,The great director my the Almighty Allah continue bless you more and protect you everywhere you are,Positive,English
3566,Ids-YiZSrGY,Nice movie,Positive,English
3567,Ids-YiZSrGY,Heartbroken serie❤,Negetive,English
3568,Ids-YiZSrGY,Masha ALLAH Allah yakara basira,Positive,Hausa
3569,Ids-YiZSrGY,i pray its not a dream  🤣,Neutral,English
3570,Ids-YiZSrGY,Aminu saira is the best director. 😊😊,Positive,English
3571,Ids-YiZSrGY,Gashi jamila tayi bari aranar jajibiri😂😂💃💃,Negetive,Hausa
3572,Ids-YiZSrGY,Lawal driver 😂😂😂😂,Neutral,English
3573,Ids-YiZSrGY,Waw Mr the director really you have a donation Sir thank you very much thank you really,Positive,English
3574,Ids-YiZSrGY,Mal aminu Allah ya Kara basira.but this episode is the best so far,Positive,English
3575,Ids-YiZSrGY,Ya Salam <br>Nagode Aminou Saira,Positive,Hausa
3576,Ids-YiZSrGY,Aminu Saira is the most intelligent director and iconic man. I don&#39;t want this film  to end.<br>Watching from Hamburg Germany ❤,Positive,English
3577,Ids-YiZSrGY,The best series ever seen in kannywood,Positive,English
3578,Ids-YiZSrGY,Allah yakara basira 🙏,Positive,Hausa
3579,Ids-YiZSrGY,Wlh Aminu Saira is the best kannywood director ever👍👍,Positive,English
3580,Ids-YiZSrGY,Jamila 😂😂 naji dadi mutsiyaciya yar wahala😂🎉 a hayye 🎉🎉🎉 ana party ana party😂,Negetive,Hausa
3581,Ids-YiZSrGY,Aslm ykk,Neutral,Hausa
3582,Ids-YiZSrGY,"Masha Allah wannan episode ta hadu sosai, muna godiya ga aminu saira Allah ya kara basira.",Positive,Hausa
3583,Ids-YiZSrGY,Wlh bantaba kallon wannan film dinnan ba ko shaawar kallonsaba sai alabarin su sadiq sani sadiq ❤❤❤❤❤❤❤,Positive,Hausa
3584,Ids-YiZSrGY,"All women of nowadays are looking desame in nature&#39;s,<br>Cars and women originated from one roots.😂",Neutral,English
3585,Ids-YiZSrGY,This Aminu Saira is a brain cracker. I predicted this episode but it&#39;s beyond what I thought 😂. I can&#39;t wait the next. We hope to see Maryam in her husband&#39;s house.,Positive,English
3586,Ids-YiZSrGY,Gaskiya yayi❤❤,Positive,Hausa
3587,Ids-YiZSrGY,SAIRA ON TOP💯💯💯,Positive,English
3588,Ids-YiZSrGY,"Naa bro, how good is AMINU SAIRA..??<br>Man, I couldn’t stop screaming!!!<br>Oh Allaah, this is the best Kannywood series I’ve ever witnessed <br>🎉🎉🎉🎉🎉",Positive,English
3589,Ids-YiZSrGY,Greatest series of all time🤗<br>          GSOAT☄️,Positive,English
3590,Ids-YiZSrGY,Yace ijilis😆🤣,Neutral,Hausa
3591,Ids-YiZSrGY,Masha Allah ❤❤❤❤ yayi dadin wlh mujin dadi sosai ❤❤❤,Positive,Hausa
3592,Ids-YiZSrGY,malan aminu saïra allah ya kara basira,Positive,Hausa
3593,Ids-YiZSrGY,I love this movie❤😂,Positive,English
3594,Ids-YiZSrGY,Nagoda.kabiyani<br><br>❤,Positive,Hausa
3595,Ids-YiZSrGY,Kai I am short of words but Sir Aminu Saira is the best firm Director worldwide ❤,Positive,English
3596,Ids-YiZSrGY,Is ok k😂❤🎉e Al.amin,Neutral,Hausa
3597,Ids-YiZSrGY,Allah yakara kaifin basira aminu Sara,Positive,Hausa
3598,Ids-YiZSrGY,"Nice one Saira, you really paid for us.",Positive,English
3599,Ids-YiZSrGY,Saira is best daracto tank you so much,Positive,English
3600,Ids-YiZSrGY,Nice,Positive,English
3601,Ids-YiZSrGY,I like this grammar that my friend &#39;@itz_abdelmalik&#39; said,Positive,English
3602,Ids-YiZSrGY,Dadi kachene❤❤❤❤❤❤🎉🎉🎉🎉,Positive,Hausa
3603,Ids-YiZSrGY,The best season film in kannywood history ❤,Positive,English
3604,Ids-YiZSrGY,Allah tai Maka Saira movies  Allah yakara daukaka,Positive,Hausa
3605,Ids-YiZSrGY,"Gaskiya Aminu saira agyara yazakayimanahaka, baikamata yakare ananba.<br>   # Amma munajin dadi acigabadagashi❤❤",Positive,Hausa
3606,Ids-YiZSrGY,Animou saira kaida nazirou sarkin waka fatan alheri da kuma nassara,Positive,Hausa
3607,Ids-YiZSrGY,Director kanabamu wahala😭🤣😭🤣😭🤣,Negetive,Hausa
3608,Ids-YiZSrGY,Saira  movies. Allah yasa afihaka ❤❤❤❤❤,Positive,Hausa
3609,Ids-YiZSrGY,Yakamata aminu saira abaka kewtar Oscar wlh ❤❤❤❤,Positive,Hausa
3610,Ids-YiZSrGY,"Masha Allah, Aminu Saira kayi kokari sosai",Positive,Hausa
3611,Ids-YiZSrGY,"Sairaaaaaaaaaaaaaaaaaaaaaaaaaaaaa!!! Cap-off wallahi , not only kannywood industry, but the whole African film industries, you&#39;re the standing director...<br><br><br>Watching from , Madinah Saudi Arabia <br><br>Am so tensed at every scene of the episode.",Positive,English
3612,Ids-YiZSrGY,gaskiya aminu saira duniyane,Positive,Hausa
3613,Ids-YiZSrGY,I hail Aminu sairas a professional film director. And I also love maryam,Positive,English
3614,Ids-YiZSrGY,ALH. LAWAN ASHE DIREBANE 😂🤣😂<br><br>GASHI JAMILA TAYI BARI RANAR JAJIBIRI 😂,Negetive,Hausa
3615,Ids-YiZSrGY,"Wow❤ Fantastic kudos to you Mr Saira.noboday talk about Nura🤔Al ameen friend! he&#39;s a good friend with pure heart.💘 may almighty Allah bless all the crew,they all did a great job.👍💯✅🥰 ❤ much love from saudi arabia.",Positive,English
3616,Ids-YiZSrGY,Nice Hear That What She Did Say The Mother Of Maryam Forever 😇😇😊🤗😁 .And I Love Her Much,Positive,English
3617,Ids-YiZSrGY,Very very nice❤❤❤❤❤,Positive,English
3618,Ids-YiZSrGY,Bravo Aminu saira,Positive,English
3619,Ids-YiZSrGY,Irin wanan halin na Maryam Anya kowa zaasamu mace Mai irin wanan halin ayanzu kowa,Positive,Hausa
3620,Ids-YiZSrGY,Ma shaa Allah. Allah ya barmana Aminu Saira❤,Positive,Hausa
3621,Ids-YiZSrGY,"Gaskia saira dan bala,ine kai wlh kutt melesi wlh tunda ake shirya film din hausa sama da shekara 15 ina kallan hausa film wlh ban taba ganin wanda y burgeni ba kamar wannan sin din wlh shegen kaine kai wlh ba,an subane allah kara basira amin",Positive,Hausa
3622,Ids-YiZSrGY,Mash Allah director you really try,Positive,English
3623,Ids-YiZSrGY,What a amazing series film ❤❤🎬🎬🎞🎞,Positive,English
3624,Ids-YiZSrGY,Gani ga wane ya ishi wane tsoron Allah,Neutral,Hausa
3625,Ids-YiZSrGY,i can&#39;t wait to see how an excitement the Maryam&#39;s mom when she saw alamin in the next episode 😁,Positive,English
3626,Ids-YiZSrGY,Masha Allah ❤❤ alhamdulillah Allah sarki Maryam ❤❤🎉🎉🎉,Positive,Hausa
3627,Ids-YiZSrGY,To me this film has becoming more interesting,Positive,English
3628,Ids-YiZSrGY,Muna godiya aminu Saira ❤❤❤❤,Positive,Hausa
3629,Ids-YiZSrGY,Wallahi labarina ya hi duk wani film din haussa 👏👏👏,Positive,Hausa
3630,Ids-YiZSrGY,Muna Yinka Aminu saira ❤❤,Positive,Hausa
3631,Ids-YiZSrGY,Wato nifa bansan me zanceba tsabar dadi atemakeni da shawara mezance❤😅😂,Positive,Hausa
3632,Ids-YiZSrGY,Wow...this is indeed fabulous.<br>Aminu saira... you&#39;re a genius,Positive,English
3633,Ids-YiZSrGY,Ai kaji matsalar da ake samu sai anzo gun dadi sai kawai a yanke,Negetive,Hausa
3634,Ids-YiZSrGY,Saira kagama komai allah ya saka ma da alkhairi,Positive,Hausa
3635,Ids-YiZSrGY,Great job❤,Positive,English
3636,Ids-YiZSrGY,Much respect Mr Aminu Saira,Positive,English
3637,Ids-YiZSrGY,Wlh aminu saira kaisa magana Allah yakara basira😂😂😂😂🎉🎉🎉,Positive,Hausa
3638,Ids-YiZSrGY,Aminu Saira please don&#39;t confuse us😂. I love the way the series is going at least it will serve as an advice to everyone,Positive,English
3639,Ids-YiZSrGY,Slm malam aminu saira a taimaka a rage kwanakin nan gsky ni sati ya min yawa a duba ni pls🙏,Positive,Hausa
3640,Ids-YiZSrGY,Wai me yasa karima kuka ne?,Neutral,Hausa
3641,Ids-YiZSrGY,"Macha allah,allah yakara basira❤",Positive,Hausa
3642,Ids-YiZSrGY,Best Hausa series Ever!,Positive,English
3643,Ids-YiZSrGY,very good,Positive,English
3644,Ids-YiZSrGY,Fantastic movie 🎦 Aminu saira,Positive,English
3645,Ids-YiZSrGY,Innalillahi meyasa ya<br> Kare😢,Positive,Hausa
3646,Ids-YiZSrGY,very good I love this series,Positive,English
3647,Ids-YiZSrGY,Best director❤❤❤❤<br><br>Za&#39;a dade ba&#39;a samu wanda yake aiki da ilimi da lokaci irinka a kannywood ba saira😊😊😊,Positive,Hausa
3648,Ids-YiZSrGY,gaskiya film yana kyau amma dan allah adinga kaimu duka pls aminu saira,Positive,Hausa
3649,Ids-YiZSrGY,I hope this is d begining not ending,Neutral,English
3650,Ids-YiZSrGY,Allah ya qarailimi don Allah qaramana time,Positive,Hausa
3651,Ids-YiZSrGY,Saira bala&#39;ii ne Kai Allah ya Kara basira,Positive,Hausa
3652,Ids-YiZSrGY,Masha Allah allah yakarawa aminu Sarah basira labari yaya dadi 😊😊,Positive,Hausa
3653,Ids-YiZSrGY,Jamila She&#39;s A Very Mad And She Ask Faruk Something Bad Idiot😅😅😂,Negetive,English
3654,Ids-YiZSrGY,Kai saira❤,Neutral,Hausa
3655,Ids-YiZSrGY,Gaskiya fim din nan Baiyi kyau ba,Negetive,Hausa
3656,Ids-YiZSrGY,Aminu Saira gaskiya kayi mungode Sanu da kokari,Positive,Hausa
3657,Ids-YiZSrGY,Anayi muna jindadi,Positive,Hausa
3658,Ids-YiZSrGY,Gaskia Dai Malam Aminu Saira ya tashi kan mu! Tashin kai!,Positive,Hausa
3659,Ids-YiZSrGY,Best season in  all Africa❤🎉🎉❤,Positive,English
3660,Ids-YiZSrGY,❤❤❤wow saira sarkin basira na jinjina maka,Positive,Hausa
3661,Ids-YiZSrGY,Wayyo Aminu sayra wayyo Aminu sayra yau zan i ya bachi kuwa sabida dadi yau se n&#39;a tachi nayima addu a ♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️,Positive,Hausa
3662,Ids-YiZSrGY,The best season in kanywood history,Positive,English
3663,Ids-YiZSrGY,Wow best series in kannywood,Positive,English
3664,Ids-YiZSrGY,Wallahi wannan Hauka ne kawai 😂😂,Negetive,Hausa
3665,Ids-YiZSrGY,Finally finally❤❤❤,Neutral,English
3666,Ids-YiZSrGY,❤️ 💙 💜 You did great bro watching From UK,Positive,English
3667,Ids-YiZSrGY,Allah yayiwa rayuwa albarka<br>Allah yabaka alannah 🙏🙏🙏,Positive,Hausa
3668,Ids-YiZSrGY,Aminu saira daraktan daraktoti,Positive,Hausa
3669,Ids-YiZSrGY,😂😂😂aminu is best director,Positive,English
3670,Ids-YiZSrGY,Alhamdoulillah aminou saira nagode aini ko anan akabarchi burina yacika fatan alheri daga Abdou yaro Niger 🇳🇪 mazauni Côte d&#39;Ivoire ❤,Positive,Hausa
3671,Ids-YiZSrGY,Beautiful Production.  Congratulations,Positive,English
3672,Ids-YiZSrGY,I really appreciate you Aminu saira❤❤❤❤,Positive,English
3673,Ids-YiZSrGY,Allah yabiyaka baban jamila,Positive,Hausa
3674,Ids-YiZSrGY,All thanks belong to Allah and his prophet s a w,Neutral,English
3675,Ids-YiZSrGY,Wow macha allah flim wanna yayi kyau ❤,Positive,Hausa
3676,Ids-YiZSrGY,Dun Allah karkibari jamila tadami maryam,Neutral,Hausa
3677,Ids-YiZSrGY,Kowa ya bi duniya a sannu,Neutral,Hausa
3678,Ids-YiZSrGY,"Gskya mu jumma,a tamana nisa a sakemana qarashin film dinmu gobe dan allah aminu sairah",Positive,Hausa
3679,Ids-YiZSrGY,Masha Allah tsarki ya tabbata ga Ubangijin daya halicci Mutane Da duwastu 😊,Neutral,Hausa
3680,Ids-YiZSrGY,Maman maryam Allah yabiyaki,Positive,Hausa
3681,Ids-YiZSrGY,I first watched comments before watching the video it is through the comments I firstly enjoy the series❤❤,Positive,English
3682,Ids-YiZSrGY,Na yabawa maman maryam😂 da baban jamila😢  har da babban director aminu saira❤,Positive,Hausa
3683,Ids-YiZSrGY,MD Dan musa,Neutral,Hausa
3684,Ids-YiZSrGY,I really appreciate your effort Directer.,Positive,English
3685,Ids-YiZSrGY,Fellow Nigerians pls gather here for our very own Aminu saira❤ labarina best series,Positive,English
3686,Ids-YiZSrGY,"Wow, I m just speechless, kudos to you Malam Aminu Saira",Positive,English
3687,Ids-YiZSrGY,Muna godiya Aminu saira,Positive,Hausa
3688,Ids-YiZSrGY,ko faifa  yanzu firm zai kyau daga rijiyar zaki kano state Nigeria,Positive,Hausa
3689,Ids-YiZSrGY,Very good saira you are on right enlighten.<br>I wish you all the best in advance .,Positive,English
3690,Ids-YiZSrGY,Masha Allah gaskiya aminu saira duniya ne,Positive,Hausa
3691,Ids-YiZSrGY,Could this be a series from Kannywood? A lot of brain behind this movie. <br>I lack words to describe you Aminu Saira... Keep it up,Positive,English
3692,Ids-YiZSrGY,Allah ka yafema malam aminu saira yasaka maka da gidan aljanna❤,Positive,Hausa
3693,Ids-YiZSrGY,"Aminu Saira God bless you,, you are the best of the actor,,, God bless you.",Positive,English
3694,Ids-YiZSrGY,Bravo clap to Aminu Saira and his team 👏🏽👏🏽👏🏽❤,Positive,English
3695,Ids-YiZSrGY,Gaskiya nakai shekars sama da 30 ina kalon film bantaba gani film daya burgeni nakoma fahimceshi sosai kamar wananaba aminu saira allah yakara daukaka yakoma tsareka,Positive,Hausa
3696,Ids-YiZSrGY,Ameenu saira kaidin Bala i ne <br>Allah yabiyamaka dukkan bukatunka na Alkhairi,Positive,Hausa
3697,Ids-YiZSrGY,"U the b3st among the rest,u are the phenomeno of time.",Positive,English
3698,Ids-YiZSrGY,Omohhhh 😮😊,Neutral,English
3699,Ids-YiZSrGY,Aminu saira is extremely amazing and best director in kannywood😊,Positive,English
3700,Ids-YiZSrGY,Hello 🎉❤,Neutral,English
3701,Ids-YiZSrGY,Hhhh alamin harda Larabace Ajlisi 😂,Neutral,Hausa
3702,Ids-YiZSrGY,"The best series in kannywood,more blessings mallan Aminu saira",Positive,English
3703,Ids-YiZSrGY,Masha Allah allah ya kara basira Maryam,Positive,Hausa
3704,Ids-YiZSrGY,Masha Allah. Kalamai sunyi kadan wajen bayyana kyawun wannan series din. Sedai muce Masha Allah. Fatan alkairi Allah yakara basira🙏🙏🙏🙏,Positive,Hausa
3705,Ids-YiZSrGY,"Kudos to all  saira teams.<br>Never expect season 8 to be so awesome like this since, after sumayya&#39;s part<br>Masha Allah 🤩",Positive,English
3706,Ids-YiZSrGY,Allah ya kara illimi saira aminu,Positive,Hausa
3707,Ids-YiZSrGY,Masha Allah Allah ya kaimu na sati nagaba,Neutral,Hausa
3708,Ids-YiZSrGY,Aminou seira yayi ❤,Positive,Hausa
3709,Ids-YiZSrGY,Agaeskiya mai gida aminu saira idan aka canza maryam sai nayi unsuscribing din channel dinka,Negetive,Hausa
3710,Ids-YiZSrGY,Amazing 😍🤩,Positive,English
3711,Ids-YiZSrGY,Kai aminu saira you are the best director of kanywood thanks,Positive,English
3712,Ids-YiZSrGY,Nagade nagode Aminou saira Allah ya kara basira,Positive,Hausa
3713,Ids-YiZSrGY,Aminu saira for life you are the best,Positive,English
3714,Ids-YiZSrGY,Al Amine yayi,Positive,Hausa
3715,Ids-YiZSrGY,Macha allah waw dakew aminu saira Allah karabasira,Positive,Hausa
3716,Ids-YiZSrGY,Jamila tashin kai ce wai bazata bi mijinta b😂,Negetive,Hausa
3717,Ids-YiZSrGY,Wow anty maryam and alamin Sannu Jamila sannu 😂baba yace zamada diriba bafashi,Neutral,Hausa
3718,Ids-YiZSrGY,"Gaskiya aminu Saira brain Dinka yamin,Ina kallo fa Ina kada kafa Dan abinda ya faru yamin dadi",Positive,Hausa
3719,Ids-YiZSrGY,Jamila tayimin bari 😂,Negetive,Hausa
3720,Ids-YiZSrGY,Allah yakara basira,Positive,Hausa
3721,Ids-YiZSrGY,Am not surprise with Aminu Saira,Neutral,English
3722,Ids-YiZSrGY,Wow Am very happy today on this episode ❤❤❤❤,Positive,English
3723,Ids-YiZSrGY,Life is dynamic and mystery 😂<br>Now see as the table turned around😂😂,Neutral,English
3724,Ids-YiZSrGY,Gaskiya Aminu Saira you are the best director,Positive,English
3725,Ids-YiZSrGY,"Kai kai , gaskiya malan Aminu saira muna matukar godiya da irin nishadin da kake samu, Allah yakara bassira malan Aminu.👋👋",Positive,Hausa
3726,Ids-YiZSrGY,Allah day ya biya,Positive,Hausa
3727,Ids-YiZSrGY,The Best series in kanywood history ❤❤❤❤❤❤❤❤❤,Positive,English
3728,Ids-YiZSrGY,Masha Allah mallam aminu saira Allah ya karbasaira,Positive,Hausa
3729,Ids-YiZSrGY,Why no body is talking about Karima 😂😂😂😂,Neutral,English
3730,Ids-YiZSrGY,Gaskiya yayi kyau Sosai wallahi😂,Positive,Hausa
3731,Ids-YiZSrGY,I wish i can like today’s episode more than once❤️,Positive,English
3732,Ids-YiZSrGY,Thank you the good director of kannywood,Positive,English
3733,Ids-YiZSrGY,Allah  yasaka maka da mafifin ci alkairi  gaskiya kai nada ban ne ko da yau she za mu cigaba da yi maka addu saboda  girmama wanna suna shugaba halita s a w  Allah yakara lfy da nisan kwana mai albarka saira  Allah  yawu ce maka gaba,Positive,Hausa
3734,Ids-YiZSrGY,Are you still underestimating Oga Saira ??? <br>Bravo Alanguro ✊,Positive,English
3735,Ids-YiZSrGY,Please can you share me the episode? I promise to watch it alone... <br><br>I am a big fan!,Positive,English
3736,Ids-YiZSrGY,Sannu da Qoqari,Positive,Hausa
3737,Ids-YiZSrGY,Nagode darakta,Positive,Hausa
3738,Ids-YiZSrGY,Maman maryam wallahi tayi matukar burgeni amarya maryam Allah ya bada zaman lafiya❤❤❤🎉🎉,Positive,Hausa
3739,Ids-YiZSrGY,Good job 👍,Positive,English
3740,Ids-YiZSrGY,Hahhh Jamila hw far😂😂😂😂,Neutral,English
3741,Ids-YiZSrGY,"♥🇸🇩🤝🇳🇬Mashallah, this is a very good job too ❤❤❤",Positive,English
3742,Ids-YiZSrGY,Wow what a wonderful episode see me smile alone in the room like mumu😂😂😂 I can&#39;t wait to see next episode ❤,Positive,English
3743,Ids-YiZSrGY,Wai ni kai kam saira karan tawa kakene ko a mafarki ake baka sakon kake miqo mana,Neutral,Hausa
3744,Ids-YiZSrGY,Wow very wonderful film 🎥 series watching to be continue from Saudi Arabia 🇸🇦🇳🇬😘,Positive,English
3745,Ids-YiZSrGY,Macha Allah wanan yayi kyau 🎉🎉,Positive,Hausa
3746,Ids-YiZSrGY,Good,Positive,English
3747,Ids-YiZSrGY,Mach&#39;allah ❤️ ya qara basira,Positive,Hausa
3748,Ids-YiZSrGY,Gashin Jamila tayi 6ari a ranar Jajibiri😂😂😂😂Kwadayi mabudin wahala,Negetive,Hausa
3749,Ids-YiZSrGY,Jamila how market😂😂😂,Neutral,English
3750,Ids-YiZSrGY,Before I was complaining about why the first labarina never finished before bringing this one? Hmmmm I don&#39;t no this one is even more sweat than that previous one.much love sir,Positive,English
3751,Ids-YiZSrGY,Fatan Alkairi,Positive,Hausa
3752,Ids-YiZSrGY,"Masha Allah,Aminu saira@take me as a working women in Al&quot;ameen hause so that I will be seeing every thing happen up to the end,I cant wait🤣🤣",Positive,English
3753,Ids-YiZSrGY,masha Allah tubarkallah Allah mai girma ya kara muku basiri 🎉🎉🎉🎉❤❤❤,Positive,Hausa
3754,Ids-YiZSrGY,Is either saira or nobody,Positive,English
3755,Ids-YiZSrGY,"Amma gsky aminu saira, baka kyautawa, su rangilaba.",Negetive,Hausa
3756,Ids-YiZSrGY,Wonderful malam Aminu saira ❤❤🎉👍💯,Positive,English
3757,Ids-YiZSrGY,"N fadawa yan lungomu cewa labarin Al-amin sai yafi na presido bada citta sunce b haka, Tom y kuka ji wannan😂😂",Positive,Hausa
3758,Ids-YiZSrGY,Wlh Saira you&#39;re really fantastic,Positive,English
3759,Ids-YiZSrGY,I just dey comment section dey observe😂,Neutral,English
3760,Ids-YiZSrGY,Mallam aminu saira movie Allah yatemaka Allah yabada nassara,Positive,Hausa
3761,Ids-YiZSrGY,Please can you share me the episode? I promise to watch it alone... <br><br>I am a big fan!,Positive,English
3762,Ids-YiZSrGY,Gsky wayanda suka ce sun dena kallon labarina sunyiwa kansu aradu gashi jamila tayi bari a ranar jajiberi😂😂😂,Negetive,Hausa
3763,Ids-YiZSrGY,Aminu saira since when I de watch this movie I like it very well good job ❤,Positive,English
3764,Ids-YiZSrGY,"Masha Allah, the ever seen director in kannywood SAIRA",Positive,English
3765,Ids-YiZSrGY,Maryam my love💞❤️♥️❣️💌💗🥰,Positive,English
3766,Ids-YiZSrGY,Saira movie is good كلكم ذوق مشالله تبارك الرحمن  انا اتابعكم من الجزائر,Positive,English
3767,Ids-YiZSrGY,Kae Aminu Saira bala&#39;i neh,Positive,Hausa
3768,Ids-YiZSrGY,Masha Allah labarina is best history,Positive,English
3769,Ids-YiZSrGY,Malam Aminu Saira a barka sai ta Allah tayi dan kuwa kana kan lokacin ka ubangiji yakara basira da hazaqa mu kam sai son barka a gareka,Positive,Hausa
3770,Ids-YiZSrGY,"Wow, awesome🎉🎉",Positive,English
3771,Ids-YiZSrGY,saira movie is the best ❤,Positive,English
3772,Ids-YiZSrGY,Very interesting ❤❤❤❤,Positive,English
3773,Ids-YiZSrGY,Wllh baiyi kyau ba kuma bazan Kara kallon,Negetive,Hausa
3774,Ids-YiZSrGY,Aminu saira Allah yakara basira,Positive,Hausa
3775,Ids-YiZSrGY,Aminu Saira kabirgeni alokacinda akacanza fuskokin jaruman kowana Yana suka wai me yasa kayi haka Ashe kasan abunda kake best director in the world,Positive,Hausa
3776,Ids-YiZSrGY,Mal kayiwa yan kallon nigeria yadda sukeso daga Cote D&#39;Ivoire,Positive,Hausa
3777,Ids-YiZSrGY,Mariam&#39;s mother no gree for anybody 😂😂😂,Neutral,English
3778,Ids-YiZSrGY,Wow mash Allah Aunty maryam 😂😂😂 Think u Aminu Saira 🙏,Positive,English
3779,Ids-YiZSrGY,That&#39;s super stories,Positive,English
3780,Ids-YiZSrGY,Masha Allah nifa yau har rawa na taka musamman wurin yar wakar nan Allah dai ya kara basira🎉🎉,Positive,Hausa
3781,Ids-YiZSrGY,Masha Allah Anti Maryam yar aljanna ❤❤❤,Positive,Hausa
3782,Ids-YiZSrGY,Aminu Saira Kai duniya ne wallh🎉🎉🎉🎉🎉🎉🎉🎉,Positive,Hausa
3783,Ids-YiZSrGY,🎉😊I love this movie,Positive,English
3784,Ids-YiZSrGY,Narasa me zance wlh,Neutral,Hausa
